ticker,primary_etf,effective_from,effective_to,status,mapping_note
EOG,IEO.US,2016-10-05,2016-12-27,approved,openrouter_reviewed_historical_mapping_batch
ES,XLU.US,2016-03-10,2016-03-10,approved,openrouter_reviewed_historical_mapping_batch
EXPE,PEJ.US,2016-01-04,2016-01-04,approved,openrouter_reviewed_historical_mapping_batch
FAST,XLI.US,2016-03-21,2016-03-28,approved,openrouter_reviewed_historical_mapping_batch
FL,XRT.US,2016-11-15,2016-11-15,approved,openrouter_reviewed_historical_mapping_batch
FLIR,ITA.US,2016-04-26,2016-04-26,approved,openrouter_reviewed_historical_mapping_batch
FMC,MOO.US,2016-06-20,2016-07-05,approved,openrouter_reviewed_historical_mapping_batch
FTI,OIH.US,2016-12-27,2016-12-27,approved,openrouter_reviewed_historical_mapping_batch
GD,ITA.US,2016-12-05,2016-12-05,approved,openrouter_reviewed_historical_mapping_batch
GE,PPA.US,2016-01-15,2016-04-01,approved,openrouter_reviewed_historical_mapping_batch
GIS,PBJ.US,2016-07-01,2016-07-05,approved,openrouter_reviewed_historical_mapping_batch
GPN,IPAY.US,2016-07-15,2016-08-15,approved,openrouter_reviewed_historical_mapping_batch
HAR,CARZ.US,2016-11-15,2016-11-28,approved,openrouter_reviewed_historical_mapping_batch
HAS,PEJ.US,2016-05-26,2016-06-06,approved,openrouter_reviewed_historical_mapping_batch
HES,IEO.US,2016-06-27,2016-07-05,approved,openrouter_reviewed_historical_mapping_batch
HRS,ITA.US,2016-09-12,2016-12-15,approved,openrouter_reviewed_historical_mapping_batch
HSIC,IHF.US,2016-02-22,2016-02-22,approved,openrouter_reviewed_historical_mapping_batch
HSY,PBJ.US,2016-07-01,2016-08-26,approved,openrouter_reviewed_historical_mapping_batch
ICE,IAI.US,2016-02-01,2016-02-01,approved,openrouter_reviewed_historical_mapping_batch
IFF,IYM.US,2016-08-10,2016-08-15,approved,openrouter_reviewed_historical_mapping_batch
JEF,IAI.US,2016-12-12,2016-12-12,approved,openrouter_reviewed_historical_mapping_batch
JPM,KBWB.US,2016-12-05,2016-12-05,approved,openrouter_reviewed_historical_mapping_batch
K,PBJ.US,2016-02-26,2016-02-26,approved,openrouter_reviewed_historical_mapping_batch
KHC,PBJ.US,2016-08-10,2016-08-10,approved,openrouter_reviewed_historical_mapping_batch
KIM,ICF.US,2016-02-05,2016-02-10,approved,openrouter_reviewed_historical_mapping_batch
KMI,MLPX.US,2016-09-26,2016-10-05,approved,openrouter_reviewed_historical_mapping_batch
LMT,ITA.US,2016-08-10,2016-08-10,approved,openrouter_reviewed_historical_mapping_batch
LUV,JETS.US,2016-01-04,2016-01-05,approved,openrouter_reviewed_historical_mapping_batch
MO,XLP.US,2016-02-26,2016-06-15,approved,openrouter_reviewed_historical_mapping_batch
MSI,XTL.US,2016-02-26,2016-02-26,approved,openrouter_reviewed_historical_mapping_batch
NWL,XLY.US,2016-07-05,2016-07-05,approved,openrouter_reviewed_historical_mapping_batch
PCP,ITA.US,2016-01-04,2016-01-26,approved,openrouter_reviewed_historical_mapping_batch
PEG,XLU.US,2016-05-02,2016-05-10,approved,openrouter_reviewed_historical_mapping_batch
PFG,KIE.US,2016-11-01,2016-12-20,approved,openrouter_reviewed_historical_mapping_batch
PGR,KBWP.US,2016-02-26,2016-03-10,approved,openrouter_reviewed_historical_mapping_batch
PH,XLI.US,2016-11-28,2016-12-27,approved,openrouter_reviewed_historical_mapping_batch
PRU,KIE.US,2016-12-12,2016-12-27,approved,openrouter_reviewed_historical_mapping_batch
PVH,,2016-10-17,2016-10-20,excluded,openrouter_reviewed_historical_mapping_batch
QRVO,SOXX.US,2016-07-11,2016-09-20,approved,openrouter_reviewed_historical_mapping_batch
ROST,RTH.US,2016-03-21,2016-12-05,approved,openrouter_reviewed_historical_mapping_batch
SCHW,IAI.US,2016-11-28,2016-12-15,approved,openrouter_reviewed_historical_mapping_batch
STT,KCE.US,2016-12-12,2016-12-12,approved,openrouter_reviewed_historical_mapping_batch
SYK,IHI.US,2016-05-20,2016-06-06,approved,openrouter_reviewed_historical_mapping_batch
TWC,IYZ.US,2016-02-26,2016-05-16,approved,openrouter_reviewed_historical_mapping_batch
TWX,PBS.US,2016-11-01,2016-12-27,approved,openrouter_reviewed_historical_mapping_batch
UNH,IHF.US,2016-04-26,2016-04-26,approved,openrouter_reviewed_historical_mapping_batch
UNM,KIE.US,2016-12-15,2016-12-27,approved,openrouter_reviewed_historical_mapping_batch
VAR,IHI.US,2016-10-05,2016-10-05,approved,openrouter_reviewed_historical_mapping_batch
VZ,IYZ.US,2016-04-26,2016-04-26,approved,openrouter_reviewed_historical_mapping_batch
WAT,IHI.US,2016-08-22,2016-08-22,approved,openrouter_reviewed_historical_mapping_batch
WELL,REZ.US,2016-07-15,2016-07-26,approved,openrouter_reviewed_historical_mapping_batch
XEC,XOP.US,2016-09-01,2016-10-20,approved,openrouter_reviewed_historical_mapping_batch
XEL,XLU.US,2016-02-10,2016-03-21,approved,openrouter_reviewed_historical_mapping_batch
XOM,XLE.US,2016-05-20,2016-05-20,approved,openrouter_reviewed_historical_mapping_batch
XRAY,IHI.US,2016-03-01,2016-03-01,approved,openrouter_reviewed_historical_mapping_batch
ZBH,IHI.US,2016-07-15,2016-08-26,approved,openrouter_reviewed_historical_mapping_batch
AKAM,HACK.US,2017-12-26,2017-12-26,approved,openrouter_reviewed_historical_mapping_batch
ALK,JETS.US,2017-02-27,2017-04-03,approved,openrouter_reviewed_historical_mapping_batch
BBT,IAT.US,2017-01-03,2017-01-10,approved,openrouter_reviewed_historical_mapping_batch
BIIB,IBB.US,2017-10-20,2017-10-20,approved,openrouter_reviewed_historical_mapping_batch
BWA,CARZ.US,2017-10-05,2017-10-10,approved,openrouter_reviewed_historical_mapping_batch
CERN,XSW.US,2017-07-03,2017-07-03,approved,openrouter_reviewed_historical_mapping_batch
CMI,CARZ.US,2017-01-03,2017-01-05,approved,openrouter_reviewed_historical_mapping_batch
CTSH,XSW.US,2017-07-03,2017-08-07,approved,openrouter_reviewed_historical_mapping_batch
DFS,KBWB.US,2017-01-03,2017-01-05,approved,openrouter_reviewed_historical_mapping_batch
DG,RTH.US,2017-12-11,2017-12-11,approved,openrouter_reviewed_historical_mapping_batch
DLR,ICF.US,2017-05-01,2017-05-01,approved,openrouter_reviewed_historical_mapping_batch
EL,RHS.US,2017-09-20,2017-12-26,approved,openrouter_reviewed_historical_mapping_batch
ETFC,IAI.US,2017-01-17,2017-12-05,approved,openrouter_reviewed_historical_mapping_batch
EXPE,PEJ.US,2017-07-17,2017-08-01,approved,openrouter_reviewed_historical_mapping_batch
FLIR,ITA.US,2017-11-15,2017-12-05,approved,openrouter_reviewed_historical_mapping_batch
FTI,OIH.US,2017-01-03,2017-01-10,approved,openrouter_reviewed_historical_mapping_batch
HBAN,IAT.US,2017-04-03,2017-04-05,approved,openrouter_reviewed_historical_mapping_batch
HP,OIH.US,2017-01-05,2017-01-10,approved,openrouter_reviewed_historical_mapping_batch
HPE,XTH.US,2017-01-03,2017-01-05,approved,openrouter_reviewed_historical_mapping_batch
HPQ,XTH.US,2017-05-01,2017-05-10,approved,openrouter_reviewed_historical_mapping_batch
INTU,IGV.US,2017-09-26,2017-09-26,approved,openrouter_reviewed_historical_mapping_batch
IT,XSW.US,2017-07-03,2017-07-10,approved,openrouter_reviewed_historical_mapping_batch
JPM,KBWB.US,2017-01-05,2017-01-26,approved,openrouter_reviewed_historical_mapping_batch
KMX,XRT.US,2017-10-02,2017-10-02,approved,openrouter_reviewed_historical_mapping_batch
LLTC,SOXX.US,2017-01-03,2017-01-05,approved,openrouter_reviewed_historical_mapping_batch
LYB,IYM.US,2017-11-06,2017-11-06,approved,openrouter_reviewed_historical_mapping_batch
MLM,PKB.US,2017-02-06,2017-02-06,approved,openrouter_reviewed_historical_mapping_batch
MTB,IAT.US,2017-01-05,2017-01-10,approved,openrouter_reviewed_historical_mapping_batch
PFG,KIE.US,2017-01-05,2017-04-05,approved,openrouter_reviewed_historical_mapping_batch
PKI,IHI.US,2017-07-10,2017-07-10,approved,openrouter_reviewed_historical_mapping_batch
PRU,KIE.US,2017-01-05,2017-01-10,approved,openrouter_reviewed_historical_mapping_batch
RAI,XLP.US,2017-04-10,2017-04-17,approved,openrouter_reviewed_historical_mapping_batch
RIG,OIH.US,2017-01-26,2017-02-27,approved,openrouter_reviewed_historical_mapping_batch
RL,,2017-10-26,2017-12-11,excluded,openrouter_reviewed_historical_mapping_batch
ROST,RTH.US,2017-12-11,2017-12-26,approved,openrouter_reviewed_historical_mapping_batch
SCHW,IAI.US,2017-01-03,2017-01-03,approved,openrouter_reviewed_historical_mapping_batch
SPGI,IAI.US,2017-07-03,2017-07-05,approved,openrouter_reviewed_historical_mapping_batch
STT,KCE.US,2017-07-05,2017-07-10,approved,openrouter_reviewed_historical_mapping_batch
TSS,IPAY.US,2017-09-01,2017-09-05,approved,openrouter_reviewed_historical_mapping_batch
TWX,PBS.US,2017-01-03,2017-01-03,approved,openrouter_reviewed_historical_mapping_batch
UNM,KIE.US,2017-01-10,2017-01-10,approved,openrouter_reviewed_historical_mapping_batch
VAR,IHI.US,2017-07-03,2017-07-10,approved,openrouter_reviewed_historical_mapping_batch
VFC,,2017-10-26,2017-12-15,excluded,openrouter_reviewed_historical_mapping_batch
WMB,ENFR.US,2017-01-03,2017-01-10,approved,openrouter_reviewed_historical_mapping_batch
WRK,WOOD.US,2017-01-26,2017-01-26,approved,openrouter_reviewed_historical_mapping_batch
XEC,XOP.US,2017-01-03,2017-01-03,approved,openrouter_reviewed_historical_mapping_batch
XRX,XTH.US,2017-04-17,2017-07-05,approved,openrouter_reviewed_historical_mapping_batch
XYL,PHO.US,2017-10-10,2017-10-10,approved,openrouter_reviewed_historical_mapping_batch
AEE,XLU.US,2018-10-22,2018-12-17,approved,openrouter_reviewed_historical_mapping_batch
AEP,XLU.US,2018-12-17,2018-12-26,approved,openrouter_reviewed_historical_mapping_batch
AGN,IHE.US,2018-10-10,2018-10-10,approved,openrouter_reviewed_historical_mapping_batch
AJG,IAK.US,2018-11-20,2018-11-26,approved,openrouter_reviewed_historical_mapping_batch
AMT,SRVR.US,2018-11-15,2018-12-26,approved,openrouter_reviewed_historical_mapping_batch
ANTM,IHF.US,2018-11-01,2018-12-06,approved,openrouter_reviewed_historical_mapping_batch
AON,IAK.US,2018-11-20,2018-11-26,approved,openrouter_reviewed_historical_mapping_batch
CFG,IAT.US,2018-02-05,2018-02-05,approved,openrouter_reviewed_historical_mapping_batch
CI,IHF.US,2018-11-01,2018-12-03,approved,openrouter_reviewed_historical_mapping_batch
CMS,XLU.US,2018-11-20,2018-12-10,approved,openrouter_reviewed_historical_mapping_batch
COST,RTH.US,2018-10-15,2018-11-20,approved,openrouter_reviewed_historical_mapping_batch
CTAS,XLI.US,2018-08-10,2018-08-10,approved,openrouter_reviewed_historical_mapping_batch
DAL,JETS.US,2018-12-03,2018-12-03,approved,openrouter_reviewed_historical_mapping_batch
DG,RTH.US,2018-02-05,2018-11-01,approved,openrouter_reviewed_historical_mapping_batch
DRI,PEJ.US,2018-11-20,2018-11-20,approved,openrouter_reviewed_historical_mapping_batch
DTE,XLU.US,2018-10-26,2018-10-26,approved,openrouter_reviewed_historical_mapping_batch
DUK,XLU.US,2018-12-20,2018-12-20,approved,openrouter_reviewed_historical_mapping_batch
EA,GAMR.US,2018-07-02,2018-07-16,approved,openrouter_reviewed_historical_mapping_batch
EIX,XLU.US,2018-10-26,2018-11-01,approved,openrouter_reviewed_historical_mapping_batch
ES,XLU.US,2018-12-10,2018-12-17,approved,openrouter_reviewed_historical_mapping_batch
ETR,XLU.US,2018-12-26,2018-12-26,approved,openrouter_reviewed_historical_mapping_batch
EVHC,IHF.US,2018-04-10,2018-07-05,approved,openrouter_reviewed_historical_mapping_batch
EXC,XLU.US,2018-12-20,2018-12-26,approved,openrouter_reviewed_historical_mapping_batch
EXR,REZ.US,2018-07-02,2018-07-05,approved,openrouter_reviewed_historical_mapping_batch
FE,XLU.US,2018-10-22,2018-12-20,approved,openrouter_reviewed_historical_mapping_batch
FL,XRT.US,2018-02-26,2018-11-15,approved,openrouter_reviewed_historical_mapping_batch
FLS,PHO.US,2018-11-12,2018-11-12,approved,openrouter_reviewed_historical_mapping_batch
HSIC,IHF.US,2018-12-03,2018-12-06,approved,openrouter_reviewed_historical_mapping_batch
HSY,PBJ.US,2018-12-26,2018-12-26,approved,openrouter_reviewed_historical_mapping_batch
HUM,IHF.US,2018-04-26,2018-04-26,approved,openrouter_reviewed_historical_mapping_batch
IPG,PBS.US,2018-04-20,2018-04-26,approved,openrouter_reviewed_historical_mapping_batch
IQV,IHF.US,2018-09-26,2018-09-26,approved,openrouter_reviewed_historical_mapping_batch
IT,XSW.US,2018-09-26,2018-09-26,approved,openrouter_reviewed_historical_mapping_batch
JEC,PAVE.US,2018-10-05,2018-11-01,approved,openrouter_reviewed_historical_mapping_batch
MCD,PEJ.US,2018-12-26,2018-12-26,approved,openrouter_reviewed_historical_mapping_batch
MSFT,IGV.US,2018-10-15,2018-10-26,approved,openrouter_reviewed_historical_mapping_batch
NSC,IYT.US,2018-09-10,2018-10-10,approved,openrouter_reviewed_historical_mapping_batch
PG,RHS.US,2018-12-17,2018-12-26,approved,openrouter_reviewed_historical_mapping_batch
PGR,KBWP.US,2018-04-05,2018-11-01,approved,openrouter_reviewed_historical_mapping_batch
PNW,XLU.US,2018-12-26,2018-12-26,approved,openrouter_reviewed_historical_mapping_batch
PRGO,IHE.US,2018-01-05,2018-01-10,approved,openrouter_reviewed_historical_mapping_batch
PVH,,2018-02-12,2018-02-12,excluded,openrouter_reviewed_historical_mapping_batch
PXD,IEO.US,2018-04-26,2018-05-01,approved,openrouter_reviewed_historical_mapping_batch
RF,IAT.US,2018-02-12,2018-03-20,approved,openrouter_reviewed_historical_mapping_batch
SCG,XLU.US,2018-12-03,2018-12-10,approved,openrouter_reviewed_historical_mapping_batch
SCHW,IAI.US,2018-03-12,2018-03-12,approved,openrouter_reviewed_historical_mapping_batch
TTWO,GAMR.US,2018-09-26,2018-09-26,approved,openrouter_reviewed_historical_mapping_batch
TXN,SOXX.US,2018-01-05,2018-01-22,approved,openrouter_reviewed_historical_mapping_batch
UDR,REZ.US,2018-10-26,2018-10-26,approved,openrouter_reviewed_historical_mapping_batch
UHS,IHF.US,2018-11-20,2018-11-20,approved,openrouter_reviewed_historical_mapping_batch
UNP,IYT.US,2018-01-02,2018-01-10,approved,openrouter_reviewed_historical_mapping_batch
WEC,XLU.US,2018-12-20,2018-12-20,approved,openrouter_reviewed_historical_mapping_batch
XEL,XLU.US,2018-12-06,2018-12-10,approved,openrouter_reviewed_historical_mapping_batch
ZTS,IHI.US,2018-04-02,2018-10-26,approved,openrouter_reviewed_historical_mapping_batch
A,IHI.US,2019-02-26,2019-04-22,approved,openrouter_reviewed_historical_mapping_batch
ABT,IHI.US,2019-01-22,2019-01-22,approved,openrouter_reviewed_historical_mapping_batch
ADI,SOXX.US,2019-05-01,2019-07-15,approved,openrouter_reviewed_historical_mapping_batch
AEP,XLU.US,2019-03-26,2019-04-05,approved,openrouter_reviewed_historical_mapping_batch
AIG,IAK.US,2019-08-01,2019-09-20,approved,openrouter_reviewed_historical_mapping_batch
AIV,REZ.US,2019-01-28,2019-01-28,approved,openrouter_reviewed_historical_mapping_batch
AJG,IAK.US,2019-07-01,2019-07-01,approved,openrouter_reviewed_historical_mapping_batch
ALLE,XHB.US,2019-06-20,2019-07-05,approved,openrouter_reviewed_historical_mapping_batch
AMGN,IBB.US,2019-12-20,2019-12-26,approved,openrouter_reviewed_historical_mapping_batch
ANTM,IHF.US,2019-02-01,2019-02-26,approved,openrouter_reviewed_historical_mapping_batch
AON,IAK.US,2019-02-15,2019-07-10,approved,openrouter_reviewed_historical_mapping_batch
APTV,CARZ.US,2019-11-01,2019-11-11,approved,openrouter_reviewed_historical_mapping_batch
ATVI,GAMR.US,2019-11-01,2019-12-20,approved,openrouter_reviewed_historical_mapping_batch
AXP,IPAY.US,2019-05-28,2019-05-28,approved,openrouter_reviewed_historical_mapping_batch
BF.B,PBJ.US,2019-11-01,2019-11-01,approved,openrouter_reviewed_historical_mapping_batch
BIIB,IBB.US,2019-11-01,2019-11-01,approved,openrouter_reviewed_historical_mapping_batch
BR,FINX.US,2019-07-22,2019-08-05,approved,openrouter_reviewed_historical_mapping_batch
CBOE,IAI.US,2019-08-15,2019-08-15,approved,openrouter_reviewed_historical_mapping_batch
CCI,SRVR.US,2019-04-01,2019-04-01,approved,openrouter_reviewed_historical_mapping_batch
CLX,RHS.US,2019-01-07,2019-01-22,approved,openrouter_reviewed_historical_mapping_batch
COG,XOP.US,2019-04-01,2019-04-01,approved,openrouter_reviewed_historical_mapping_batch
COO,IHI.US,2019-06-20,2019-06-20,approved,openrouter_reviewed_historical_mapping_batch
COST,RTH.US,2019-07-15,2019-07-15,approved,openrouter_reviewed_historical_mapping_batch
COTY,RHS.US,2019-08-01,2019-08-01,approved,openrouter_reviewed_historical_mapping_batch
CPB,PBJ.US,2019-10-07,2019-10-21,approved,openrouter_reviewed_historical_mapping_batch
CRM,IGV.US,2019-01-22,2019-05-01,approved,openrouter_reviewed_historical_mapping_batch
CSCO,XTL.US,2019-04-26,2019-05-28,approved,openrouter_reviewed_historical_mapping_batch
CTL,IYZ.US,2019-10-21,2019-12-05,approved,openrouter_reviewed_historical_mapping_batch
DE,MOO.US,2019-01-15,2019-01-22,approved,openrouter_reviewed_historical_mapping_batch
DHI,ITB.US,2019-04-15,2019-12-10,approved,openrouter_reviewed_historical_mapping_batch
DIS,PBS.US,2019-06-17,2019-08-05,approved,openrouter_reviewed_historical_mapping_batch
DOV,PAVE.US,2019-05-20,2019-05-20,approved,openrouter_reviewed_historical_mapping_batch
EFX,,2019-08-15,2019-08-15,excluded,openrouter_reviewed_historical_mapping_batch
ES,XLU.US,2019-06-10,2019-06-17,approved,openrouter_reviewed_historical_mapping_batch
ESS,REZ.US,2019-02-11,2019-03-26,approved,openrouter_reviewed_historical_mapping_batch
EXC,XLU.US,2019-01-02,2019-02-01,approved,openrouter_reviewed_historical_mapping_batch
EXR,REZ.US,2019-03-26,2019-08-26,approved,openrouter_reviewed_historical_mapping_batch
FBHS,XHB.US,2019-12-02,2019-12-02,approved,openrouter_reviewed_historical_mapping_batch
FIS,IPAY.US,2019-08-12,2019-08-20,approved,openrouter_reviewed_historical_mapping_batch
FISV,IPAY.US,2019-08-01,2019-12-16,approved,openrouter_reviewed_historical_mapping_batch
GE,PPA.US,2019-05-01,2019-06-17,approved,openrouter_reviewed_historical_mapping_batch
GIS,PBJ.US,2019-05-10,2019-05-28,approved,openrouter_reviewed_historical_mapping_batch
HD,XHB.US,2019-10-15,2019-10-21,approved,openrouter_reviewed_historical_mapping_batch
HON,PAVE.US,2019-05-20,2019-05-20,approved,openrouter_reviewed_historical_mapping_batch
HRS,ITA.US,2019-05-06,2019-05-28,approved,openrouter_reviewed_historical_mapping_batch
HUM,IHF.US,2019-12-10,2019-12-10,approved,openrouter_reviewed_historical_mapping_batch
ICE,IAI.US,2019-08-12,2019-08-12,approved,openrouter_reviewed_historical_mapping_batch
ILMN,ARKG.US,2019-07-05,2019-07-10,approved,openrouter_reviewed_historical_mapping_batch
INCY,XBI.US,2019-01-07,2019-05-10,approved,openrouter_reviewed_historical_mapping_batch
INTU,IGV.US,2019-02-15,2019-07-26,approved,openrouter_reviewed_historical_mapping_batch
JBHT,IYT.US,2019-10-28,2019-11-05,approved,openrouter_reviewed_historical_mapping_batch
JEC,PAVE.US,2019-05-28,2019-05-28,approved,openrouter_reviewed_historical_mapping_batch
JWN,XRT.US,2019-12-20,2019-12-26,approved,openrouter_reviewed_historical_mapping_batch
KIM,ICF.US,2019-11-01,2019-11-01,approved,openrouter_reviewed_historical_mapping_batch
KMB,RHS.US,2019-06-26,2019-07-01,approved,openrouter_reviewed_historical_mapping_batch
KMI,MLPX.US,2019-05-20,2019-06-03,approved,openrouter_reviewed_historical_mapping_batch
KR,PBJ.US,2019-12-10,2019-12-26,approved,openrouter_reviewed_historical_mapping_batch
LEN,ITB.US,2019-12-02,2019-12-16,approved,openrouter_reviewed_historical_mapping_batch
LIN,IYM.US,2019-06-05,2019-07-15,approved,openrouter_reviewed_historical_mapping_batch
LMT,ITA.US,2019-09-05,2019-10-07,approved,openrouter_reviewed_historical_mapping_batch
MA,IAI.US,2019-05-06,2019-06-10,approved,openrouter_reviewed_historical_mapping_batch
MAS,XHB.US,2019-11-01,2019-11-05,approved,openrouter_reviewed_historical_mapping_batch
MCO,IAI.US,2019-11-01,2019-11-01,approved,openrouter_reviewed_historical_mapping_batch
MDLZ,PBJ.US,2019-06-17,2019-06-17,approved,openrouter_reviewed_historical_mapping_batch
MDT,IHI.US,2019-09-16,2019-09-20,approved,openrouter_reviewed_historical_mapping_batch
MSFT,IGV.US,2019-07-05,2019-07-22,approved,openrouter_reviewed_historical_mapping_batch
NEE,XLU.US,2019-10-07,2019-10-10,approved,openrouter_reviewed_historical_mapping_batch
NKE,,2019-04-22,2019-04-22,excluded,openrouter_reviewed_historical_mapping_batch
NVR,ITB.US,2019-12-05,2019-12-05,approved,openrouter_reviewed_historical_mapping_batch
PAYX,XSW.US,2019-04-22,2019-06-03,approved,openrouter_reviewed_historical_mapping_batch
PLD,ICF.US,2019-06-05,2019-06-05,approved,openrouter_reviewed_historical_mapping_batch
QCOM,SOXX.US,2019-04-22,2019-07-01,approved,openrouter_reviewed_historical_mapping_batch
QRVO,SOXX.US,2019-11-05,2019-11-05,approved,openrouter_reviewed_historical_mapping_batch
ROP,XLI.US,2019-05-06,2019-06-17,approved,openrouter_reviewed_historical_mapping_batch
RTN,ITA.US,2019-12-02,2019-12-05,approved,openrouter_reviewed_historical_mapping_batch
SEE,XLB.US,2019-03-26,2019-05-01,approved,openrouter_reviewed_historical_mapping_batch
SPGI,IAI.US,2019-08-05,2019-12-10,approved,openrouter_reviewed_historical_mapping_batch
STT,KCE.US,2019-12-10,2019-12-26,approved,openrouter_reviewed_historical_mapping_batch
SYF,IPAY.US,2019-05-10,2019-05-28,approved,openrouter_reviewed_historical_mapping_batch
SYMC,HACK.US,2019-02-15,2019-02-15,approved,openrouter_reviewed_historical_mapping_batch
TMO,IHI.US,2019-06-26,2019-07-05,approved,openrouter_reviewed_historical_mapping_batch
TRIP,PEJ.US,2019-02-11,2019-02-11,approved,openrouter_reviewed_historical_mapping_batch
UA,,2019-05-28,2019-07-22,excluded,openrouter_reviewed_historical_mapping_batch
UAA,,2019-03-15,2019-07-22,excluded,openrouter_reviewed_historical_mapping_batch
UAL,JETS.US,2019-01-10,2019-01-10,approved,openrouter_reviewed_historical_mapping_batch
UDR,REZ.US,2019-01-28,2019-01-28,approved,openrouter_reviewed_historical_mapping_batch
UNP,IYT.US,2019-04-22,2019-05-01,approved,openrouter_reviewed_historical_mapping_batch
VMC,PAVE.US,2019-08-15,2019-09-26,approved,openrouter_reviewed_historical_mapping_batch
VRSK,FDIQ.US,2019-05-06,2019-06-03,approved,openrouter_reviewed_historical_mapping_batch
VZ,IYZ.US,2019-01-07,2019-01-15,approved,openrouter_reviewed_historical_mapping_batch
WEC,XLU.US,2019-09-05,2019-10-01,approved,openrouter_reviewed_historical_mapping_batch
WHR,XHB.US,2019-03-15,2019-10-28,approved,openrouter_reviewed_historical_mapping_batch
WM,EVX.US,2019-06-03,2019-07-15,approved,openrouter_reviewed_historical_mapping_batch
XEL,XLU.US,2019-03-26,2019-06-26,approved,openrouter_reviewed_historical_mapping_batch
XRX,XTH.US,2019-05-06,2019-07-15,approved,openrouter_reviewed_historical_mapping_batch
ZBH,IHI.US,2019-12-02,2019-12-02,approved,openrouter_reviewed_historical_mapping_batch
A,IHI.US,2020-12-10,2020-12-10,approved,openrouter_reviewed_historical_mapping_batch
ABT,IHI.US,2020-10-20,2020-11-02,approved,openrouter_reviewed_historical_mapping_batch
AGN,IHE.US,2020-03-02,2020-03-10,approved,openrouter_reviewed_historical_mapping_batch
AKAM,HACK.US,2020-04-15,2020-10-01,approved,openrouter_reviewed_historical_mapping_batch
ALXN,IBB.US,2020-12-15,2020-12-28,approved,openrouter_reviewed_historical_mapping_batch
AMGN,IBB.US,2020-01-02,2020-01-21,approved,openrouter_reviewed_historical_mapping_batch
AMP,KCE.US,2020-02-03,2020-02-03,approved,openrouter_reviewed_historical_mapping_batch
CAG,PBJ.US,2020-01-02,2020-04-15,approved,openrouter_reviewed_historical_mapping_batch
CHD,RHS.US,2020-10-15,2020-10-15,approved,openrouter_reviewed_historical_mapping_batch
CHRW,IYT.US,2020-10-15,2020-10-15,approved,openrouter_reviewed_historical_mapping_batch
CI,IHF.US,2020-02-05,2020-03-05,approved,openrouter_reviewed_historical_mapping_batch
CL,RHS.US,2020-10-05,2020-10-05,approved,openrouter_reviewed_historical_mapping_batch
CMI,CARZ.US,2020-11-27,2020-12-10,approved,openrouter_reviewed_historical_mapping_batch
COG,XOP.US,2020-06-10,2020-07-06,approved,openrouter_reviewed_historical_mapping_batch
CTAS,XLI.US,2020-09-10,2020-09-10,approved,openrouter_reviewed_historical_mapping_batch
CTL,IYZ.US,2020-01-27,2020-02-10,approved,openrouter_reviewed_historical_mapping_batch
CTVA,MOO.US,2020-10-12,2020-12-21,approved,openrouter_reviewed_historical_mapping_batch
DOV,PAVE.US,2020-01-21,2020-01-21,approved,openrouter_reviewed_historical_mapping_batch
DOW,IYM.US,2020-09-10,2020-09-15,approved,openrouter_reviewed_historical_mapping_batch
EA,GAMR.US,2020-07-15,2020-07-20,approved,openrouter_reviewed_historical_mapping_batch
EMN,IYM.US,2020-11-27,2020-12-07,approved,openrouter_reviewed_historical_mapping_batch
ES,XLU.US,2020-03-10,2020-04-15,approved,openrouter_reviewed_historical_mapping_batch
GE,PPA.US,2020-02-03,2020-02-18,approved,openrouter_reviewed_historical_mapping_batch
GILD,IBB.US,2020-03-10,2020-03-16,approved,openrouter_reviewed_historical_mapping_batch
GLW,,2020-12-01,2020-12-01,excluded,openrouter_reviewed_historical_mapping_batch
GM,CARZ.US,2020-11-27,2020-12-10,approved,openrouter_reviewed_historical_mapping_batch
ILMN,ARKG.US,2020-08-05,2020-08-05,approved,openrouter_reviewed_historical_mapping_batch
IPGP,ROBO.US,2020-11-10,2020-12-10,approved,openrouter_reviewed_historical_mapping_batch
JPM,KBWB.US,2020-01-15,2020-01-15,approved,openrouter_reviewed_historical_mapping_batch
KHC,PBJ.US,2020-07-20,2020-08-10,approved,openrouter_reviewed_historical_mapping_batch
KMX,XRT.US,2020-02-03,2020-09-01,approved,openrouter_reviewed_historical_mapping_batch
LEG,XHB.US,2020-01-02,2020-01-27,approved,openrouter_reviewed_historical_mapping_batch
LYB,IYM.US,2020-09-15,2020-09-15,approved,openrouter_reviewed_historical_mapping_batch
MAS,XHB.US,2020-08-20,2020-08-20,approved,openrouter_reviewed_historical_mapping_batch
MHK,XHB.US,2020-12-15,2020-12-15,approved,openrouter_reviewed_historical_mapping_batch
MNST,PBJ.US,2020-09-15,2020-09-28,approved,openrouter_reviewed_historical_mapping_batch
MS,IAI.US,2020-01-27,2020-01-27,approved,openrouter_reviewed_historical_mapping_batch
MXIM,SOXX.US,2020-11-20,2020-12-10,approved,openrouter_reviewed_historical_mapping_batch
NBL,IEO.US,2020-08-17,2020-08-20,approved,openrouter_reviewed_historical_mapping_batch
NCLH,PEJ.US,2020-12-21,2020-12-21,approved,openrouter_reviewed_historical_mapping_batch
NKE,,2020-01-06,2020-12-28,excluded,openrouter_reviewed_historical_mapping_batch
NWSA,PBS.US,2020-11-27,2020-12-07,approved,openrouter_reviewed_historical_mapping_batch
